reference,read_count
2800805166 <unknown description>,1
A0A4Q3S1E1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A0S4M4K9_9BACT <unknown description>,1
A0A0R2AI27_9LACO <unknown description>,1
A0A059XDP3|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A7D4BCT5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
B5ZAU6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2794497522 <unknown description>,1
A0A316RKJ5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A4R6GKD2|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
R7LCF2_9BACT <unknown description>,1
A0A385IJQ4_9CAUD <unknown description>,1
A0A180FJG2_9BACT <unknown description>,1
2525252463 <unknown description>,1
A0A2E7JI37|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1Y4REN7_9FIRM <unknown description>,1
Q97EV2~cp1 <unknown description>,1
2574487136 <unknown description>,1
2551299579 <unknown description>,1
A0A2N4T5X9|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2733810217 <unknown description>,1
A0A3A8YUB5_9BACT <unknown description>,1
A0A6I7QG38|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A7Y2JUS8|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A239JKT6_9MICO <unknown description>,1
A0A1B6LVA6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2515263921 <unknown description>,1
A0A059WQP7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A0A0EHD3_9RHOB <unknown description>,1
2628136530 <unknown description>,1
A0A7Z0KYN5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
Q1H2G1_METFK <unknown description>,1
A0A059XAZ0|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A351IZ83|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2N2Z070|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2830821605 <unknown description>,1
A0A2E5CU36|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
C8WAC3_ATOPD <unknown description>,1
2895327447 <unknown description>,1
A0A2M6X6R0|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A6P1DD16|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2830665319 <unknown description>,1
A0A3D0EW80|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2820221756 <unknown description>,1
2928115392 <unknown description>,1
A0A5C1YCL0_9MICO <unknown description>,1
2756380898 <unknown description>,1
A0A7W8MAD1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A842HK16|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A1WYQ0_HALHL <unknown description>,1
A0A8B1YR79|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A250IAG4_9DELT <unknown description>,1
A0A7X8DCR6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A7Y3DT06|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A3D9HWW9_9PROT <unknown description>,1
A0A1W1XEI0_9NEIS <unknown description>,1
2776560370 <unknown description>,1
A0A4Q2LLF5_9BACL <unknown description>,1
A0A847P8S9|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A7X2IXG2|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A6G7Y3S2_9ACTN <unknown description>,1
2901254589 <unknown description>,1
2829091202 <unknown description>,1
A0A357EZU4|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2800174806 <unknown description>,1
A0A1V8NCK2_9BACT <unknown description>,1
2800380235 <unknown description>,1
A0A521HB97|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2D6MJG5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A8H6BGB1|UNREVIEWED|UNCHARACTERIZED <unknown description>,1
2791876149 <unknown description>,1
A0A2E1CNS8|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2509599858 <unknown description>,1
A0A6S6P7Y3|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A4Q5XY73|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A3M7TPP9_9BACI <unknown description>,1
A0A8I0BBV9|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2E6N449|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A812LK46|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2524260515 <unknown description>,1
2522992555 <unknown description>,1
A0A3C0NZM6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A6P2BEI8|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1G0HZX0|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2E8A6S5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
B8QTX4_9CAUD <unknown description>,1
2628110001 <unknown description>,1
A0A1V3JLQ9|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A890I2X2|UNREVIEWED|TYPE <unknown description>,1
R7PSS5_9FIRM <unknown description>,1
A0A1M5CKL7_9BACI <unknown description>,1
A0A059X9V0|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A7K3VXX3|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2E6P5P1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A4Q8AAN5_9MICC <unknown description>,1
A0A418RN89|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1I1JL85_9SPHI <unknown description>,1
A0A1Q6CIF4_9GAMM <unknown description>,1
A0A179B3C5_9ACTO <unknown description>,1
2914811036 <unknown description>,1
2558349991 <unknown description>,1
A0A1X9VNQ7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A0B6AX37|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1U7NNR5_9FIRM <unknown description>,1
A0A1V5JD29|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
B9M6P8_GEODF <unknown description>,1
A0A2M8KV04|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
P0ABQ4_V75H.I91L.I155A~cp3 <unknown description>,1
2516605362 <unknown description>,1
2646248742 <unknown description>,1
F5VF25|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A371J9G3_9FIRM <unknown description>,1
P0ABQ4_folA_msa-trans-mcmc_v2~cp1 <unknown description>,1
A0A2W4INM5_9BACT <unknown description>,1
2928598691 <unknown description>,1
A0A520AFY5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2520640535 <unknown description>,1
Q3JEI1~cp2 <unknown description>,1
A0A7W7D1Y6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A059XBD7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1F7Z2J0|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2716553291 <unknown description>,1
G5ZWT4_9PROT <unknown description>,1
A0A5C5E7W7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A316LCX2|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1T4SGG9_9GAMM <unknown description>,1
A0A1H7WIN1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A497D5R7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A671G3C0_RHIFE <unknown description>,1
A0A2N1QBM1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2923643481 <unknown description>,1
A0A2G6G829|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2711064401 <unknown description>,1
P0ABQ4_P21Q~cp7 <unknown description>,1
A0A7W5DPB1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2881903039 <unknown description>,1
A0A847XBP6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
G0QDT6_NANSJ <unknown description>,1
2800000080 <unknown description>,1
A0A1F4XJ54|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A3R6TVW7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2893981374 <unknown description>,1
A0A2N2X0V6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2P2F8B8_9FIRM <unknown description>,1
F8ESJ4|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A373JCP5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
P0ABQ4_F31Y.G121V~cp6 <unknown description>,1
A0A3N7FDL6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2888586954 <unknown description>,1
A0A7G1KGS6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2910187537 <unknown description>,1
A0A2E0FII6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A3D4S7B4|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1V3TV63_9PAST <unknown description>,1
A0A1T4V4S2_9FIRM <unknown description>,1
2828955822 <unknown description>,1
A0A8F5F659|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A8C2SLL9|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A059WRA4|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A1H6IF73_9EURY <unknown description>,1
A0A2P8HKC6_9BACT <unknown description>,1
A0A2W1LF66_9BACL <unknown description>,1
A0A2E7MJY7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
S4E3F3_ENTFL <unknown description>,1
A0A0Q6C902_9RHIZ <unknown description>,1
2739693792 <unknown description>,1
A0A2P8GZK2|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2R6IKV4|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
I2F1H7_9BACT <unknown description>,1
A0A0N9HP66|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A389LS72|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
Q03F97~cp3 <unknown description>,1
A0A2T0Y1W9_9MICO <unknown description>,1
2725354573 <unknown description>,1
A0A7W4WE80|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
P0ABQ4_F31Y.L54I~cp8 <unknown description>,1
A0A2N1QKE5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A0X8FJZ9_9LACT <unknown description>,1
2944670058 <unknown description>,1
A0KNL5~cp5 <unknown description>,1
2705690914 <unknown description>,1
K0D7F2_LEUCJ <unknown description>,1
A0A893B9H7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A059XCD5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A367I2Z8|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A838Z1R5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2E1CEW0|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A517MJ68_9BACT <unknown description>,1
A0A136KAZ6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A0Y0DBA9_9CAUD <unknown description>,1
2801062264 <unknown description>,1
A0A3B9C484|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A0B3AMT6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2R6GWJ1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2890942912 <unknown description>,1
A0A059WZ47|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2886212196 <unknown description>,1
A0A495J9T7_9SPHI <unknown description>,1
A0A3C0J6A4|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A059X4K7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
I0QW11|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2S3Z8U1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2915039427 <unknown description>,1
2710349276 <unknown description>,1
A0A2G4YU26_9PROT <unknown description>,1
A0A3A9F753_9BACT <unknown description>,1
A0A1R4B7N0_9VIBR <unknown description>,1
F1Z5D5_9SPHN <unknown description>,1
2901110637 <unknown description>,1
A0A0U3MBC4_9LACT <unknown description>,1
A0A410T5I6_9CAUD <unknown description>,1
A0A0G2Z5H8_9BACT <unknown description>,1
A0A059WR88|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A7G8VVA1|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A3M5NXU4|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A4Q8R228_9BRAD <unknown description>,1
A0A352TS45|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A5A8UEV6|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A533SBT9|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
F0SXC6_SYNGF <unknown description>,1
A0A4U5UGJ5_COLLU <unknown description>,1
A0A7R7YFE5|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A2S2DD46|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A0S8B6V7|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
2562063608 <unknown description>,1
A0A0H4VVT2_9SPHN <unknown description>,1
A0A376BN20_9NEIS <unknown description>,1
A0A511YVT5_9CELL <unknown description>,1
A0A366D4X8_9NOCA <unknown description>,1
A0A2E1ZH83|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A6G6YK91|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
A0A417YFU9_9BACI <unknown description>,1
A0A259FHJ0|UNREVIEWED|DIHYDROFOLATE <unknown description>,1
